,fund_id,fund_num,fund_name,fund_onevalue,fund_time,fund_1year,fund_2year,fund_3year,fund_5year,fund_star,fund_fee
2062,2063,001351,诺安中证500ETF联接,0.8433,07-25,-2.70%,-2.94%,--,--,0,0.10%
2063,2064,519956,长信睿进混合C,0.9150,07-25,-2.70%,-4.59%,--,--,0,0.00%
2064,2065,001557,天弘中证全指房地产C,0.7635,07-25,-2.73%,-2.11%,--,--,0,0.00%
2065,2066,233008,大摩消费领航,0.9186,07-25,-2.74%,-14.44%,-17.19%,-5.48%,1,0.15%
2066,2067,161606,融通行业景气,1.0150,07-25,-2.75%,-2.56%,2.93%,16.77%,1,0.15%
2067,2068,163803,中银持续增长混合A,0.4018,07-25,-2.75%,-5.78%,-1.42%,16.08%,1,0.15%
2068,2069,163409,兴全绿色投资混合(LOF),1.4930,07-25,-2.79%,-0.41%,4.20%,41.06%,1,0.15%
2069,2070,590006,中邮中小盘配置,1.8820,07-25,-2.80%,-2.68%,4.77%,46.88%,4,0.15%
2070,2071,163209,诺安中证创业成长指数分级,1.1120,07-25,-2.82%,-4.43%,-3.89%,7.86%,0,0.12%
2071,2072,166801,浙商聚潮新思维,1.7030,07-25,-2.83%,1.31%,15.52%,58.04%,4,0.15%
2072,2073,161629,融通证券分级,1.0620,07-25,-2.83%,-4.90%,--,--,0,0.12%
2073,2074,519132,海富通东财大数据混合,0.9770,07-25,-2.83%,--,--,--,0,0.15%
2074,2075,000996,中银新动力股票,0.8020,07-25,-2.84%,-10.36%,--,--,0,0.15%
2075,2076,001933,华商新兴活力混合,0.9790,07-25,-2.84%,--,--,--,0,0.15%
2076,2077,161718,招商沪深300高贝塔指数分级,0.7290,07-25,-2.84%,-3.24%,-4.29%,--,0,0.10%
2077,2078,519908,华夏兴华混合A,1.7530,07-25,-2.87%,1.55%,7.86%,--,3,0.60%
2078,2079,040004,华安宝利配置,1.1090,07-25,-2.87%,0.20%,8.26%,36.64%,4,0.12%
2079,2080,502053,长盛中证证券公司分级,0.9780,07-25,-2.88%,--,--,--,0,0.12%
2080,2081,485107,工银信用添利债券A,1.1694,07-25,-2.89%,-2.45%,2.16%,15.84%,3,0.08%
2081,2082,161720,招商中证全指证券公司指数分级,0.7330,07-25,-2.92%,-3.75%,--,--,0,0.10%
2082,2083,001150,融通互联网传媒灵活配置混合,0.5840,07-25,-2.93%,-9.09%,--,--,0,0.15%
2083,2084,070017,嘉实量化阿尔法混合,1.3420,07-25,-2.93%,3.48%,14.91%,44.32%,3,0.15%
2084,2085,161910,万家中创指数分级,0.9780,07-25,-2.95%,-5.65%,-4.67%,--,0,0.12%
2085,2086,519712,交银阿尔法核心混合,1.5620,07-25,-2.96%,5.66%,18.77%,--,5,0.15%
2086,2087,519150,新华优选消费混合,1.3210,07-25,-3.01%,-1.65%,7.52%,46.49%,5,0.15%
2087,2088,164809,工银中证500分级,1.2671,07-25,-3.01%,-4.40%,-5.78%,13.59%,0,0.12%
2088,2089,164820,工银中证高铁产业指数分级,1.0007,07-25,-3.02%,-6.54%,--,--,0,0.10%
2089,2090,002159,东吴国企改革,1.0030,07-25,-3.04%,--,--,--,0,0.15%
2090,2091,530001,建信恒久价值混合,0.7545,07-25,-3.05%,-5.63%,-1.53%,18.11%,2,0.15%
2091,2092,001475,易方达国防军工混合,0.8500,07-25,-3.06%,-4.85%,--,--,0,0.15%
2092,2093,000965,汇丰晋信新动力混合,0.8340,07-25,-3.08%,-3.51%,--,--,0,0.15%
2093,2094,485007,工银信用添利债券B,1.1609,07-25,-3.08%,-2.84%,1.54%,14.65%,2,0.00%
2094,2095,360010,光大保德信均衡精选混合,1.1654,07-25,-3.11%,3.86%,19.57%,43.50%,5,0.15%
2095,2096,070021,嘉实主题新动力混合,1.4440,07-25,-3.15%,-1.91%,4.46%,27.98%,2,0.15%
2096,2097,519087,新华优选分红混合,0.7029,07-25,-3.15%,-7.36%,-7.00%,17.62%,3,0.12%
2097,2098,217010,招商大盘蓝筹混合,1.3970,07-25,-3.19%,-4.77%,-0.27%,31.51%,2,0.15%
2098,2099,360001,光大量化核心,1.3194,07-25,-3.20%,0.21%,7.72%,32.36%,3,0.15%
2099,2100,002785,中融融裕双利债券A,0.9490,07-25,-3.24%,--,--,--,0,0.08%
2100,2101,166301,华商新趋势优选灵活配置混合,2.1200,07-25,-3.27%,1.36%,12.79%,--,0,0.15%
2101,2102,229002,泰达宏利逆向策略混合,2.0890,07-25,-3.31%,8.49%,23.13%,67.83%,5,0.15%
2102,2103,161609,融通动力先锋混合,1.6250,07-25,-3.39%,-2.38%,-0.76%,22.58%,2,0.15%
2103,2104,000007,鹏华国企债债券,1.1349,07-25,-3.40%,-5.05%,-2.98%,--,1,0.08%
2104,2105,001056,北信瑞丰健康生活主题灵活配置,0.9250,07-25,-3.43%,2.63%,--,--,0,0.15%
2105,2106,519110,浦银安盛价值成长混合A,1.4220,07-25,-3.43%,-6.81%,-5.62%,31.53%,3,0.15%
2106,2107,001734,广发百发大数据成长混合A,0.9340,07-25,-3.48%,--,--,--,0,0.12%
2107,2108,001735,广发百发大数据成长混合E,0.9350,07-25,-3.48%,--,--,--,0,0.06%
2108,2109,001791,大成绝对收益策略混合A,0.9410,07-25,-3.48%,--,--,--,0,0.15%
2109,2110,050026,博时医疗保健行业混合A,1.4410,07-25,-3.49%,-4.62%,-4.92%,--,3,0.15%
2110,2111,410006,华富策略精选,1.4220,07-25,-3.53%,-1.98%,4.42%,33.67%,4,0.15%
2111,2112,502026,鹏华新丝路分级,0.8320,07-25,-3.54%,--,--,--,0,0.12%
2112,2113,040007,华安中小盘成长混合,1.4888,07-25,-3.54%,-1.19%,8.66%,33.23%,4,0.15%
2113,2114,519170,浦银安盛增长动力混合,0.7100,07-25,-3.57%,-6.37%,--,--,0,0.15%
2114,2115,164812,工银政府债纯债债券(LOF)A,0.9519,07-25,-3.57%,-3.86%,-0.24%,--,0,0.08%
2115,2116,320018,诺安新动力灵活配置,1.5120,07-25,-3.61%,-7.05%,-2.15%,20.16%,4,0.15%
2116,2117,001713,华润元大中创100ETF联接,0.9490,07-25,-3.62%,--,--,--,0,0.12%
2117,2118,001180,广发医药卫生联接A,0.7823,07-25,-3.64%,-2.07%,--,--,0,0.12%
2118,2119,001990,中欧数据挖掘混合A,0.9663,07-25,-3.64%,--,--,--,0,0.15%
2119,2120,050014,博时创业成长混合A,1.8220,07-25,-3.65%,3.56%,15.27%,48.80%,3,0.15%
2120,2121,320008,诺安增利债券A,1.3690,07-25,-3.66%,-3.96%,0.19%,14.68%,2,0.08%
2121,2122,001154,北信瑞丰平安中国主题灵活配置,1.0240,07-25,-3.67%,0.70%,--,--,0,0.15%
2122,2123,630001,华商领先企业,0.8899,07-25,-3.68%,-0.30%,2.76%,36.25%,2,0.15%
2123,2124,002978,广发医药卫生联接C,0.7801,07-25,-3.78%,--,--,--,0,0.00%
2124,2125,580006,东吴新经济混合,0.9270,07-25,-3.84%,-7.80%,-1.95%,15.37%,3,0.15%
2125,2126,001050,汇添富成长多因子量化策略股票,1.0910,07-25,-3.85%,1.71%,--,--,0,0.15%
2126,2127,001766,上投摩根医疗健康股票,0.8010,07-25,-3.86%,--,--,--,0,0.15%
2127,2128,560006,益民核心增长混合,1.3200,07-25,-3.87%,-4.32%,-6.49%,--,3,0.15%
2128,2129,160636,鹏华互联网分级,1.0050,07-25,-3.91%,-6.73%,--,--,0,0.12%
2129,2130,001792,大成绝对收益策略混合C,0.9240,07-25,-3.91%,--,--,--,0,0.00%
2130,2131,001028,华安物联网主题股票,0.7300,07-25,-3.95%,-4.62%,--,--,0,0.15%
2131,2132,320009,诺安增利债券B,1.3060,07-25,-3.98%,-4.58%,-0.74%,12.90%,2,0.00%
2132,2133,001779,中融稳健添利债券,0.9120,07-25,-3.98%,--,--,--,0,0.08%
2133,2134,001230,鹏华医药科技,0.5060,07-25,-4.06%,-5.47%,--,--,0,0.15%
2134,2135,200001,长城久恒灵活配置混合,1.3370,07-25,-4.10%,-3.75%,-0.77%,8.45%,1,0.12%
2135,2136,001830,融通跨界成长灵活配置混合,1.0420,07-25,-4.11%,--,--,--,0,0.15%
2136,2137,519733,交银强化回报A,1.0060,07-25,-4.18%,-3.56%,1.09%,--,0,0.08%
2137,2138,000652,博时裕隆混合,1.8390,07-25,-4.19%,4.24%,14.21%,--,0,0.15%
2138,2139,001069,华泰柏瑞消费成长混合,1.0600,07-25,-4.23%,-5.99%,--,--,0,0.15%
2139,2140,519029,华夏平稳增长,1.7010,07-25,-4.24%,-5.80%,-7.14%,7.51%,3,0.60%
2140,2141,002250,红土创新改革红利混合,0.9880,07-25,-4.25%,--,--,--,0,0.15%
2141,2142,519093,新华钻石品质企业混合,1.7950,07-25,-4.29%,-4.78%,-0.15%,33.74%,2,0.15%
2142,2143,202009,南方盛元红利混合,0.8610,07-25,-4.30%,-2.56%,4.63%,32.07%,2,0.15%
2143,2144,002654,上投摩根策略精选混合,0.9440,07-25,-4.35%,--,--,--,0,0.15%
2144,2145,090018,大成新锐产业混合,1.5930,07-25,-4.35%,4.56%,13.31%,45.62%,2,0.15%
2145,2146,000698,宝盈科技30混合,1.4320,07-25,-4.36%,-5.31%,--,--,0,0.15%
2146,2147,290002,泰信先行策略,0.6015,07-25,-4.36%,-11.90%,-14.13%,-4.01%,1,0.15%
2147,2148,002270,东吴安盈量化灵活配置混合,1.0040,07-25,-4.37%,--,--,--,0,0.15%
2148,2149,001702,东方创新科技混合,0.8967,07-25,-4.38%,--,--,--,0,0.15%
2149,2150,001692,南方国策动力,1.0360,07-25,-4.39%,--,--,--,0,0.15%
2150,2151,001064,广发环保指数A,0.7317,07-25,-4.41%,-3.82%,--,--,0,0.12%
2151,2152,163114,申万中证环保产业指数分级,0.8921,07-25,-4.43%,-4.42%,-4.46%,--,0,0.10%
2152,2153,050009,博时新兴成长混合,0.6150,07-25,-4.50%,-9.30%,-9.74%,1.18%,1,0.15%
2153,2154,519735,交银强化回报C,1.0010,07-25,-4.51%,-4.13%,0.25%,--,0,0.00%
2154,2155,002595,博时工业4.0主题股票,0.9950,07-25,-4.54%,--,--,--,0,0.15%
2155,2156,002984,广发环保指数C,0.7295,07-25,-4.58%,--,--,--,0,0.00%
2156,2157,164401,前海开源健康分级,0.9570,07-25,-4.58%,-2.60%,--,--,0,0.12%
2157,2158,162510,国联安双力中小板综指,1.0150,07-25,-4.60%,-2.84%,3.98%,35.72%,0,0.12%
2158,2159,519673,银河康乐,1.2640,07-25,-4.63%,-2.43%,--,--,0,0.15%
2159,2160,002510,申万菱信中证500指数增强,1.0128,07-25,-4.64%,--,--,--,0,0.12%
2160,2161,200010,长城双动力混合,1.6416,07-25,-4.68%,-0.51%,9.99%,48.96%,3,0.15%
2161,2162,001569,泰信国策驱动灵活配置混合,0.7670,07-25,-4.71%,--,--,--,0,0.15%
2162,2163,001042,华夏领先股票,0.7050,07-25,-4.72%,-4.90%,--,--,0,0.15%
2163,2164,080002,长盛创新先锋,0.9064,07-25,-4.72%,-7.08%,-2.44%,24.74%,2,0.15%
2164,2165,001628,招商体育文化休闲股票,0.7670,07-25,-4.80%,--,--,--,0,0.15%
2165,2166,400015,东方增长中小盘,1.8557,07-25,-4.81%,-9.46%,-7.48%,16.53%,1,0.15%
2166,2167,121003,国投瑞银核心企业混合,0.6483,07-25,-4.81%,-14.85%,-16.85%,-8.70%,1,0.15%
2167,2168,000574,宝盈新价值混合,1.3280,07-25,-4.83%,-3.89%,11.44%,--,0,0.15%
2168,2169,519670,银河行业混合,1.3510,07-25,-4.86%,-4.16%,-0.05%,43.62%,2,0.60%
2169,2170,180001,银华优势企业,1.2477,07-25,-4.86%,-6.91%,-3.05%,12.97%,2,0.15%
2170,2171,210008,金鹰策略配置混合,1.0381,07-25,-4.89%,-8.27%,-3.73%,20.00%,3,0.15%
2171,2172,400001,东方龙混合,1.0130,07-25,-4.94%,-0.67%,10.61%,41.65%,3,0.15%
2172,2173,290006,泰信蓝筹精选混合,1.1240,07-25,-4.96%,-10.42%,-9.85%,11.85%,2,0.15%
2173,2174,360005,光大保德信红利混合,2.2049,07-25,-4.96%,-2.48%,7.39%,35.28%,3,0.15%
2174,2175,000696,汇添富环保行业股票,1.3450,07-25,-4.98%,-1.33%,--,--,0,0.15%
2175,2176,002300,长盛医疗行业量化配置股票,0.9750,07-25,-5.12%,--,--,--,0,0.15%
2176,2177,320005,诺安价值增长混合,1.0997,07-25,-5.14%,-1.93%,2.70%,23.56%,1,0.15%
2177,2178,090006,大成2020生命周期,0.7220,07-25,-5.15%,-5.31%,-2.09%,5.78%,0,0.14%
2178,2179,000336,农银研究精选,1.3803,07-25,-5.18%,-6.85%,-0.39%,--,4,0.15%
2179,2180,519995,长信金利趋势混合,0.5239,07-25,-5.24%,-2.69%,3.31%,26.84%,4,0.15%
2180,2181,360011,光大动态优选,0.9850,07-25,-5.25%,-1.38%,7.06%,41.49%,3,0.15%
2181,2182,213002,宝盈泛沿海增长混合,0.6154,07-25,-5.26%,-5.25%,-3.85%,17.70%,2,0.15%
2182,2183,001361,景顺中证TMT150ETF联接,0.5620,07-25,-5.26%,-8.94%,--,--,0,0.12%
2183,2184,000432,中银优秀企业混合,1.4860,07-25,-5.27%,-0.85%,2.59%,--,0,0.15%
2184,2185,001404,招商移动互联网产业股票基金,0.7310,07-25,-5.29%,-10.99%,--,--,0,0.15%
2185,2186,001590,天弘中证环保产业A,0.7740,07-25,-5.31%,-5.97%,--,--,0,0.10%
2186,2187,000031,华夏复兴混合,1.7540,07-25,-5.33%,-6.11%,-2.62%,16.76%,2,0.15%
2187,2188,257070,国联安优选行业混合,1.4988,07-25,-5.36%,-8.92%,-3.84%,24.03%,2,0.15%
2188,2189,560002,益民红利成长,0.4177,07-25,-5.36%,-8.69%,-10.86%,-6.54%,1,0.15%
2189,2190,000524,上投摩根民生需求,1.5730,07-25,-5.44%,-4.42%,12.46%,--,0,0.15%
2190,2191,001591,天弘中证环保产业C,0.7694,07-25,-5.45%,-6.24%,--,--,0,0.00%
2191,2192,002669,华商万众创新混合,0.8890,07-25,-5.48%,--,--,--,0,0.15%
2192,2193,001917,招商量化精选股票,0.9650,07-25,-5.50%,--,--,--,0,0.15%
2193,2194,001970,泰信鑫选灵活配置混合A,0.9410,07-25,-5.57%,--,--,--,0,0.15%
2194,2195,050008,博时第三产业混合,0.7810,07-25,-5.63%,-9.08%,-10.68%,-1.28%,1,0.15%
2195,2196,001075,宝盈转型动力混合,0.6840,07-25,-5.64%,-5.08%,--,--,0,0.15%
2196,2197,164304,新华中证环保产业指数分级,1.0620,07-25,-5.65%,-5.19%,--,--,0,0.10%
2197,2198,000955,南方产业活力,1.1700,07-25,-5.67%,-4.43%,--,--,0,0.15%
2198,2199,001468,广发改革混合,0.7420,07-25,-5.70%,--,--,--,0,0.15%
2199,2200,740001,长安宏观策略混合,1.2590,07-25,-5.72%,0.05%,5.60%,39.59%,2,0.15%
2200,2201,002173,东方大健康混合,0.9595,07-25,-5.74%,--,--,--,0,0.15%
2201,2202,160416,华安标普石油指数,0.8900,07-24,-5.76%,2.22%,-2.24%,-7.40%,0,0.12%
2202,2203,001560,天弘中证移动互联网A,0.5877,07-25,-5.78%,-10.06%,--,--,0,0.10%
2203,2204,080012,长盛电子信息产业混合,1.5800,07-25,-5.79%,-10.11%,0.68%,57.08%,1,0.15%
2204,2205,002210,创金合信量化多因子股票A,1.1277,07-25,-5.90%,--,--,--,0,0.15%
2205,2206,001561,天弘中证移动互联网C,0.5841,07-25,-5.91%,-10.29%,--,--,0,0.00%
2206,2207,360016,光大保德信行业轮动混合,0.8990,07-25,-5.92%,-1.76%,6.42%,31.50%,5,0.15%
2207,2208,002146,长安鑫益增强混合A,0.8905,07-25,-5.94%,--,--,--,0,0.15%
2208,2209,001978,泰信互联网+混合,0.9170,07-25,-5.97%,--,--,--,0,0.15%
2209,2210,164819,工银中证环保产业指数分级,0.7123,07-25,-6.00%,-7.24%,--,--,0,0.10%
2210,2211,002599,平安大华智能生活混合C,0.8890,07-25,-6.01%,--,--,--,0,0.00%
2211,2212,580002,东吴双动力混合,0.7511,07-25,-6.02%,-15.08%,-19.68%,-13.90%,1,0.15%
2212,2213,580008,东吴新产业精选混合,1.6080,07-25,-6.02%,-12.22%,-11.72%,12.99%,3,0.15%
2213,2214,160605,鹏华中国50,1.1450,07-25,-6.06%,-7.65%,-7.48%,1.69%,1,0.15%
2214,2215,000926,中信建投睿信灵活配置混合A,0.9570,07-25,-6.07%,-7.05%,--,--,0,0.12%
2215,2216,070010,嘉实主题精选,1.5070,07-25,-6.11%,-4.58%,-0.42%,14.69%,2,0.15%
2216,2217,161611,融通内需驱动混合,0.8840,07-25,-6.12%,-11.48%,-8.82%,4.49%,2,0.15%
2217,2218,360012,光大保德信中小盘混合,1.6468,07-25,-6.13%,-0.42%,13.62%,42.49%,3,0.15%
2218,2219,210007,金鹰技术领先灵活配置混合A,1.0660,07-25,-6.14%,-5.48%,3.14%,38.10%,0,0.15%
2219,2220,002598,平安大华智能生活混合A,0.8970,07-25,-6.14%,--,--,--,0,0.15%
2220,2221,610006,信达澳银产业升级混合,1.2750,07-25,-6.19%,-3.07%,6.85%,44.46%,3,0.15%
2221,2222,398041,中海量化策略混合,0.8600,07-25,-6.20%,-1.27%,4.14%,20.30%,3,0.15%
2222,2223,002147,长安鑫益增强混合C,0.8825,07-25,-6.21%,--,--,--,0,0.00%
2223,2224,400032,东方主题精选混合,0.7362,07-25,-6.23%,-8.27%,--,--,0,0.15%
2224,2225,090016,大成消费主题混合,0.8100,07-25,-6.25%,-18.49%,-21.17%,-13.08%,2,0.15%
2225,2226,393001,中海优势精选灵活配置混合,1.1130,07-25,-6.27%,-5.97%,-5.21%,2.14%,0,0.15%
2226,2227,200006,长城消费增值混合,0.8593,07-25,-6.41%,-4.90%,-5.07%,0.13%,1,0.12%
2227,2228,002080,前海开源一带一路混合C,1.0380,07-25,-6.42%,--,--,--,0,0.15%
2228,2229,161025,富国中证移动互联网指数分级,1.0310,07-25,-6.43%,-11.88%,--,--,0,0.12%
2229,2230,000757,华富智慧城市灵活配置混合,0.9340,07-25,-6.46%,-13.30%,--,--,0,0.15%
2230,2231,540008,汇丰晋信低碳先锋,1.5233,07-25,-6.51%,-8.30%,-5.33%,16.74%,3,0.15%
2231,2232,519171,浦银安盛医疗健康混合,0.7120,07-25,-6.51%,-7.67%,--,--,0,0.15%
2232,2233,001681,新华积极价值灵活配置混合,0.8920,07-25,-6.54%,--,--,--,0,0.15%
2233,2234,001550,天弘中证医药100A,0.7146,07-25,-6.68%,-6.22%,--,--,0,0.10%
2234,2235,410007,华富价值增长,0.9864,07-25,-6.76%,-1.68%,9.21%,46.56%,3,0.15%
2235,2236,000209,信诚新兴产业混合,1.5320,07-25,-6.78%,-10.90%,-5.36%,--,3,0.15%
2236,2237,000059,国联安中证医药100,0.9362,07-25,-6.80%,-6.21%,-2.28%,--,0,0.12%
2237,2238,000788,前海开源中国成长混合,1.0400,07-25,-6.81%,-6.73%,--,--,0,0.15%
2238,2239,001551,天弘中证医药100C,0.7110,07-25,-6.82%,-6.45%,--,--,0,0.00%
2239,2240,001152,融通新区域新经济灵活配置混合,0.5030,07-25,-6.88%,-13.04%,--,--,0,0.15%
2240,2241,001340,华泰柏瑞惠利灵活混合A,0.9330,07-25,-6.88%,-6.43%,--,--,0,0.12%
2241,2242,001209,前海开源一带一路混合A,0.9460,07-25,-6.91%,-4.69%,--,--,0,0.15%
2242,2243,240004,华宝动力组合混合,1.4755,07-25,-6.96%,-2.52%,4.16%,37.85%,3,0.15%
2243,2244,001255,长城改革红利混合,0.7170,07-25,-7.03%,-5.03%,--,--,0,0.15%
2244,2245,001223,鹏华文化传媒娱乐股票,1.0030,07-25,-7.03%,--,--,--,0,0.15%
2245,2246,590001,中邮核心优选混合,1.1955,07-25,-7.06%,-10.34%,-10.58%,3.85%,1,0.15%
2246,2247,410001,华富竞争力优选,0.8751,07-25,-7.09%,-8.16%,-5.59%,19.89%,3,0.15%
2247,2248,001291,大摩量化多策略股票,0.9280,07-25,-7.11%,-2.87%,--,--,0,0.15%
2248,2249,630002,华商盛世成长混合,2.3067,07-25,-7.12%,-14.32%,-9.17%,19.76%,2,0.15%
2249,2250,001341,华泰柏瑞惠利灵活混合C,0.8910,07-25,-7.14%,-6.94%,--,--,0,0.00%
2250,2251,540010,汇丰晋信科技先锋,1.8838,07-25,-7.25%,-8.97%,-3.34%,24.98%,3,0.15%
2251,2252,166019,中欧价值智选混合A,1.6523,07-25,-7.26%,-3.59%,4.56%,--,5,0.15%
2252,2253,000963,兴业多策略混合,1.2020,07-25,-7.27%,-2.48%,--,--,0,0.15%
2253,2254,161726,招商国证生物医药指数分级,0.9460,07-25,-7.28%,-6.57%,--,--,0,0.10%
2254,2255,400003,东方精选,1.5663,07-25,-7.30%,-6.39%,-1.12%,22.58%,3,0.15%
2255,2256,290011,泰信中小盘精选混合,1.6510,07-25,-7.38%,-7.48%,-3.48%,27.47%,3,0.15%
2256,2257,001822,华商智能生活灵活配置混合,0.8320,07-25,-7.40%,--,--,--,0,0.15%
2257,2258,000646,华润元大医疗保健量化混合,1.2370,07-25,-7.40%,-5.75%,--,--,0,0.15%
2258,2259,001027,前海开源中证大农业指数增强,0.7220,07-25,-7.46%,-9.98%,--,--,0,0.12%
2259,2260,161031,富国中证工业4.0指数分级,0.8720,07-25,-7.47%,-10.70%,--,--,0,0.12%
2260,2261,000866,华宝兴业制造,1.2410,07-25,-7.49%,-1.25%,--,--,0,0.15%
2261,2262,519692,交银成长混合,3.8676,07-25,-7.52%,-5.63%,1.37%,23.84%,3,0.15%
2262,2263,162102,金鹰中小盘精选,0.9244,07-25,-7.66%,-8.37%,-2.80%,21.46%,3,0.15%
2263,2264,001302,前海开源金银珠宝混合A,1.0660,07-25,-7.67%,-1.94%,--,--,0,0.15%
2264,2265,000603,易方达创新驱动灵活配置混合,0.8740,07-25,-7.71%,-12.08%,--,--,0,0.15%
2265,2266,161630,融通中证大农业(LOF),0.9080,07-25,-7.77%,--,--,--,0,0.12%
2266,2267,160611,鹏华优质治理混合(LOF),0.8120,07-25,-7.84%,-9.94%,-10.13%,-5.99%,1,0.15%
2267,2268,002207,前海开源金银珠宝混合C,1.0500,07-25,-7.97%,--,--,--,0,0.15%
2268,2269,162201,泰达宏利成长混合,1.2034,07-25,-8.01%,-11.33%,-10.63%,7.48%,0,0.15%
2269,2270,210004,金鹰稳健成长混合,1.3300,07-25,-8.02%,4.10%,20.52%,75.21%,4,0.15%
2270,2271,630010,华商价值精选混合,1.5150,07-25,-8.02%,-13.71%,-6.87%,35.98%,3,0.15%
2271,2272,163208,诺安油气能源,0.8240,07-24,-8.13%,-0.63%,-6.20%,-11.80%,0,0.15%
2272,2273,501002,长信中证能源互联指数(LOF),0.9490,07-25,-8.20%,--,--,--,0,0.12%
2273,2274,161122,易方达生物分级,0.9501,07-25,-8.26%,-6.90%,--,--,0,0.10%
2274,2275,000471,富国城镇发展股票,1.7960,07-25,-8.33%,-5.29%,9.21%,--,0,0.15%
2275,2276,001193,中金消费升级,0.7890,07-25,-8.42%,-7.72%,--,--,0,0.15%
2276,2277,110029,易方达科讯混合,1.0365,07-25,-8.45%,-15.70%,-12.36%,13.57%,2,0.15%
2277,2278,000942,广发信息技术联接A,0.9679,07-25,-8.46%,-11.31%,--,--,0,0.12%
2278,2279,002974,广发信息技术联接C,0.9676,07-25,-8.53%,--,--,--,0,0.00%
2279,2280,001184,易方达新常态灵活配置混合,0.4900,07-25,-8.55%,-15.12%,--,--,0,0.15%
2280,2281,519983,长信量化先锋混合A,1.5380,07-25,-8.66%,4.05%,25.71%,95.97%,5,0.15%
2281,2282,519727,交银成长30混合,0.9180,07-25,-8.71%,-7.76%,-4.23%,--,4,0.15%
2282,2283,519165,新华鑫利灵活配置,1.1220,07-25,-8.77%,-10.63%,-8.80%,--,0,0.15%
2283,2284,000535,长盛航天海工装备灵活配置,0.9900,07-25,-8.85%,-6.05%,-2.63%,--,0,0.15%
2284,2285,502036,大成中证互联网金融指数分级,0.9535,07-25,-8.87%,-13.08%,--,--,0,0.12%
2285,2286,730001,方正富邦创新动力混合,1.1150,07-25,-8.89%,-12.13%,-3.39%,22.58%,3,0.15%
2286,2287,180020,银华成长先锋,1.0240,07-25,-8.89%,-13.97%,-15.01%,-0.21%,1,0.15%
2287,2288,000523,国投瑞银医疗保健混合,1.2180,07-25,-8.90%,-0.79%,8.12%,--,0,0.15%
2288,2289,000939,中银研究精选灵活配置混合,0.7180,07-25,-8.91%,-11.38%,--,--,0,0.15%
2289,2290,213006,宝盈核心优势混合A,0.9406,07-25,-8.92%,-10.89%,-9.02%,34.93%,3,0.15%
2290,2291,001829,北信瑞丰中国智造主题,1.0010,07-25,-8.98%,--,--,--,0,0.15%
2291,2292,470006,汇添富医药保健混合,1.2260,07-25,-9.06%,-9.27%,-8.08%,11.73%,2,0.15%
2292,2293,162107,金鹰量化精选股票(LOF),0.9010,07-25,-9.08%,-8.89%,-7.55%,12.78%,0,0.15%
2293,2294,519089,新华优选成长混合,1.2662,07-25,-9.14%,-10.48%,-8.26%,5.52%,2,0.15%
2294,2295,519099,新华灵活主题混合,1.1740,07-25,-9.15%,-10.60%,-6.81%,17.37%,2,0.15%
2295,2296,002244,景顺长城低碳科技主题混合,0.9970,07-25,-9.35%,--,--,--,0,0.15%
2296,2297,161123,易方达重组分级,0.8152,07-25,-9.35%,-10.99%,--,--,0,0.10%
2297,2298,610005,信达澳银红利回报混合,0.9410,07-25,-9.38%,-5.66%,-1.91%,18.01%,3,0.15%
2298,2299,001366,金鹰产业整合混合,0.6760,07-25,-9.48%,-15.93%,--,--,0,0.15%
2299,2300,165522,信诚中证TMT产业指数分级,0.7420,07-25,-9.52%,-11.82%,--,--,0,0.10%
2300,2301,001245,工银生态环境股票,0.7930,07-25,-9.56%,-9.63%,--,--,0,0.15%
2301,2302,001322,东吴新趋势,0.6810,07-25,-9.64%,-16.66%,--,--,0,0.15%
2302,2303,163001,长信医疗保健混合(LOF),0.8790,07-25,-9.65%,-6.65%,6.08%,38.68%,0,0.15%
2303,2304,001421,南方量化成长,1.1330,07-25,-9.69%,-0.33%,--,--,0,0.15%
2304,2305,162413,华宝兴业中证1000指数分级,0.7216,07-25,-9.69%,-11.41%,--,--,0,0.12%
2305,2306,002251,华夏军工安全混合,0.9590,07-25,-9.82%,--,--,--,0,0.15%
2306,2307,000220,富国医疗保健行业混合,1.6490,07-25,-9.86%,-14.55%,-9.12%,--,4,0.15%
2307,2308,163415,兴全商业模式优选混合,1.2450,07-25,-9.90%,-3.60%,11.66%,--,2,0.15%
2308,2309,001959,华商乐享互联灵活配置混合,0.8100,07-25,-9.92%,--,--,--,0,0.15%
2309,2310,001128,宝盈新兴产业混合,0.5730,07-25,-9.95%,-11.32%,--,--,0,0.15%
2310,2311,501005,汇添富中证精准医疗指数A,0.9044,07-25,-10.02%,--,--,--,0,0.08%
2311,2312,001349,富国改革动力混合,0.6680,07-25,-10.10%,-11.26%,--,--,0,0.15%
2312,2313,000969,前海开源大安全混合,1.0030,07-25,-10.35%,-9.73%,--,--,0,0.15%
2313,2314,165524,信诚中证智能家居指数分级,0.8410,07-25,-10.49%,-14.28%,--,--,0,0.10%
2314,2315,001915,宝盈医疗健康沪港深股票,0.8050,07-25,-10.71%,--,--,--,0,0.15%
2315,2316,002345,华夏高端制造混合,0.9230,07-25,-10.77%,--,--,--,0,0.15%
2316,2317,001219,上投摩根动态多因子混合,0.7720,07-25,-10.82%,-4.94%,--,--,0,0.15%
2317,2318,519975,长信量化中小盘股票,0.9400,07-25,-10.88%,-0.16%,--,--,0,0.15%
